branch,phi1_a,phi2_a,phi1_b,phi2_b,length
1,0.13067894486639722,0.17181174871868876,0.322948692130216,0.37781588827792456,0.2817895690554103
1,0.13013380593041965,0.17300222461109543,0.3216315865348134,0.37876316785413766,0.28108533533550795
1,0.1296008475959686,0.17420754703764274,0.3203078066654984,0.3797011072238244,0.28035111470357876
1,0.12908006178373355,0.17542781551870146,0.3189773469631005,0.3806295932281326,0.27958674591905214
1,0.12857144303539628,0.17666313241642967,0.3176401987742471,0.3815485093932138,0.27879205888180564
1,0.12807498862252284,0.17791360307406967,0.31629635024918007,0.3824577357976333,0.277966874293013
1,0.12759069866206307,0.17917933596469235,0.3149457862330168,0.3833571489303876,0.2771110032932185
1,0.12711857623904252,0.18046044285017576,0.3135884881501584,0.3842466215390253,0.27622424707607224
1,0.12665862753670815,0.18175703895086215,0.3122244338812388,0.3851260224670849,0.2753063964762126
1,0.1262108619747837,0.18306924312678183,0.31085359763222803,0.38599521648023,0.27435723152945907
1,0.12577529235628887,0.1843971780711196,0.3094759497950611,0.38685406408023043,0.2733765210034381
1,0.12535193502354797,0.18574097051680316,0.3080914567991992,0.38770242130594407,0.2723640218965205
1,0.12494081002408175,0.18710075145718272,0.3067000809534856,0.38854013952038474,0.2713194789027609
1,0.12454194128705935,0.18847665638176456,0.3053017802775147,0.38936706518280956,0.2702426238403304
1,0.12415535681113334,0.1898688255281468,0.30389650832173243,0.39018303960471906,0.26913317504066825
1,0.12378108886455211,0.1912774041513963,0.3024842139753849,0.39098789868854084,0.26799083669530344
1,0.12341917419849917,0.19270254281219548,0.30106484126132776,0.3917814726476316,0.26681529815702065
1,0.1230696542747103,0.19414439768521866,0.2996383291166049,0.3925635857060966,0.26560623319170656
1,0.122732575508597,0.19560313088942757,0.29820461115764574,0.3933340557768153,0.264363299176801
1,0.12240798952914703,0.19707891084204526,0.29676361542874186,0.39409269411584374,0.26308613624190597
1,0.12209595345703388,0.1985719126381889,0.295315264132358,0.39483930495120306,0.2617743663466403
1,0.12179653020257929,0.20008231845840765,0.2938594733396942,0.395573685083866,0.26042759229024753
1,0.12150978878525998,0.20161031800647322,0.29239615267965713,0.396295623458444,0.2590453966469497
1,0.12123580467680532,0.20315610898020578,0.2909252050043775,0.3970049007009772,0.2576273406203893
1,0.12097466017004736,0.20471989757831408,0.2894465260289658,0.3977012886206992,0.2561729628095818
1,0.12072644477590906,0.2063018990465181,0.2879600039431267,0.3983845496725178,0.25468177787828705
1,0.12049125565134651,0.20790233826678994,0.2864655189919153,0.39905443637647203,0.25315327511841124
1,0.12026919806115938,0.20952145039372252,0.2849629430225173,0.39971069068995424,0.25158691689723167
1,0.12006038587719402,0.2111594815428102,0.28345213899376437,0.40035304332814836,0.2499821369768825
1,0.11986494211864984,0.21281668953573163,0.28193296044442695,0.4009812130273453,0.2483383386931435
1,0.11968299953786632,0.21449334470858042,0.2804052509161459,0.40159490574543194,0.24665489297909654
1,0.1195147012932368,0.21618973082969528,0.2788688433811245,0.4021938138446662,0.24493113623793708
1,0.11936020149644964,0.2179061458969526,0.2773235593434492,0.40277761494294645,0.24316636792435564
1,0.1192196661782344,0.21964290340855278,0.2757692084105629,0.40334597118024473,0.2413598481145579
1,0.11909327397226259,0.22140033334683268,0.27420558727273253,0.4038985278981626,0.23951079464591613
1,0.11898121704830436,0.223178783455395,0.2726324788629725,0.40443491245588203,0.23761838009186262
1,0.11888370209725745,0.224978620597132,0.2710496513804696,0.40495473288059525,0.23568172842613588
1,0.11880095141231176,0.22680023224411605,0.26945685721779195,0.40545757638598784,0.23369991136048154
1,0.11873320407810636,0.22864402811544393,0.26785383178011546,0.4059430077427781,0.2316719443159552
1,0.11868071728141201,0.23051044198141293,0.26624029218279816,0.40641056748279736,0.22959678198197941
1,0.11864376775903267,0.2323999336553026,0.26461593581172377,0.40685976991545403,0.2274733134104349
1,0.1186226534009669,0.23431299119722812,0.26298043872827015,0.40729010093200907,0.22530035658383282
1,0.11861769502983067,0.23625013335851375,0.2613334538979653,0.40770101556928245,0.22307665238692828
