code,wall_affinity,side,phi1_inf,phi2_inf,nearest_binodal_phi1,nearest_binodal_phi2,distance,signed_distance,tolerance,classification
m0p1,-0.1,weak,0.1631478598264191,0.17144285714285715,0.16287320424734542,0.17121174266083697,0.0003589562520917549,-0.0001031289762829594,0.0011118051217989255,boundary_tolerance
m0p1,-0.1,weak,0.1634439075689875,0.17194385964912282,0.16342910680824485,0.17232354778263587,0.00037997650091707694,-0.0002204169622895087,0.0011118051217989255,boundary_tolerance
m0p1,-0.1,weak,0.1637284973435947,0.17244486215538848,0.16342910680824485,0.17232354778263587,0.00032303540006233965,-0.0001839814314962252,0.0011118051217989255,boundary_tolerance
m0p1,-0.1,weak,0.16402559049811552,0.17294586466165415,0.16398500936914429,0.1728794503435353,7.783116136723103e-05,2.441604598110355e-06,0.0011118051217989255,boundary_tolerance
m0p1,-0.1,weak,0.16431301932518896,0.17344686716791982,0.16398500936914429,0.17343535290443474,0.0003282119887024781,-0.0002680833815726323,0.0011118051217989255,boundary_tolerance
m0p1,-0.1,weak,0.16460872689965655,0.17394786967418546,0.16454091193004372,0.17399125546533417,8.050588163102726e-05,-8.042532856343911e-05,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.1649080781824826,0.17444887218045113,0.16509681449094316,0.1745471580262336,0.0002127945055975254,0.00010403277247102508,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.1651924989208065,0.1749498746867168,0.16509681449094316,0.17510306058713304,0.00018061403656584785,-0.00016397583875428186,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.1654979645759676,0.17545087719298247,0.1656527170518426,0.17565896314803248,0.00025932237365586524,1.5443297988640027e-05,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16578207014045726,0.17595187969924814,0.1656527170518426,0.17565896314803248,0.0003202066949803382,5.228388804367141e-05,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16608227501588174,0.1764528822055138,0.16620861961274205,0.1762148657089319,0.00026947135246796375,0.00023610385715059582,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16638458381772134,0.17695388471177945,0.16620861961274205,0.17677076826983135,0.00025395872252341223,-4.686876564526109e-05,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16666793233652352,0.17745488721804512,0.1667645221736415,0.1773266708307308,0.00016052737651381277,0.00015281288532375466,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.1669806034168172,0.17795588972431078,0.16732042473454092,0.17788257339163024,0.00034764034952406396,0.0003244436931615038,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.1672633798574528,0.17845689223057645,0.16732042473454092,0.17843847595252968,5.994395131367281e-05,5.781059637417605e-05,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16756310804227711,0.17895789473684212,0.16787632729544036,0.17899437851342911,0.00031533690952089614,0.00023501386890427292,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.16786896844074997,0.1794588972431078,0.16787632729544036,0.17899437851342911,0.00046457701510583236,0.0002606712196456685,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16815228853065467,0.17995989974937346,0.1684322298563398,0.18010618363522798,0.0003158577545146617,0.00015403037504480724,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16846561800263724,0.1804609022556391,0.1684322298563398,0.18010618363522798,0.0003562864970491363,0.00016642411038708907,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16875076085436272,0.18096190476190477,0.16898813241723923,0.18066208619612742,0.00038240872276560733,0.00036674122523799,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.169048898891759,0.18146290726817044,0.16954403497813866,0.18121798875702685,0.0005523991501949979,0.0005483929604392846,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16935216652793264,0.1819639097744361,0.16954403497813866,0.1817738913179263,0.0002700379899177781,0.00026461823807261733,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.16964064695278178,0.18246491228070177,0.1700999375390381,0.18232979387882572,0.0004787534074544159,0.00045326601616253574,0.0015723298819638328,boundary_tolerance
m0p1,-0.1,weak,0.1699512047112909,0.18296591478696744,0.1700999375390381,0.18232979387882572,0.0006532773253563295,0.0004729585076116622,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.17023702425053167,0.18346691729323308,0.17065584009993753,0.18344159900062462,0.0004195804233447581,0.00036422678331594286,0.00111180512179887,boundary_tolerance
m0p1,-0.1,weak,0.1705368092947882,0.18396791979949875,0.17065584009993753,0.18344159900062462,0.0005396127462375218,0.00038795092192021397,0.00111180512179887,boundary_tolerance
