stage,rel,chi_12,chi_13,chi_23,omega_1,omega_2,chi_bb_11,chi_bb_22,chi_bb_12,pw_length,dist_mean,n_points,n_segments,gap_total,full_length,dist_max,dist_min,residual_rms,pca_span,n_branch,is_single,flag
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p06__chibb22_0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.06,0.04,0.0,0.04501951,0.00622283,33,2,0.12376941,0.16878892,0.01243759,0.00317378,0.00544548,0.15031431,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p06__chibb22_0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.06,0.06,0.0,0.04513568,0.00526457,34,2,0.12696054,0.17209622,0.01243767,0.00233782,0.0054569,0.15228245,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p06__chibb22_0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.06,0.08,0.0,0.05090556,0.00465733,37,2,0.12485996,0.17576552,0.01243775,0.00041258,0.00613591,0.15345314,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p06__chibb22_0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.06,0.1,0.0,0.09774108,0.00374807,45,3,0.16252435,0.26026543,0.01243783,0.00011157,0.02641761,0.15260237,4,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p06__chibb22_m0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.06,-0.02,0.0,0.03943101,0.00963999,31,2,0.11952363,0.15895464,0.01925611,0.00314482,0.00510359,0.14316286,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p06__chibb22_m0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.06,-0.04,0.0,0.03940011,0.01091965,31,2,0.11687699,0.1562771,0.02216979,0.00313462,0.00513362,0.14060068,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p06__chibb22_m0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.06,-0.06,0.0,0.03533816,0.0118068,28,2,0.11690157,0.15223972,0.02525235,0.00312412,0.0048736,0.13800041,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p06__chibb22_m0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.06,-0.08,0.0,0.03263923,0.01206806,26,2,0.11627115,0.14891039,0.02844069,0.00311332,0.00496075,0.1353876,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p06__chibb22_m0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.06,-0.1,0.0,0.03667599,0.01391442,29,2,0.11122851,0.14790449,0.03169821,0.00310219,0.00525203,0.13284874,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p08__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.08,0.0,0.0,0.04093212,0.00737437,32,2,0.12266676,0.16359889,0.01658044,0.00143066,0.00544033,0.1466646,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p08__chibb22_0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.08,0.02,0.0,0.04639671,0.0063353,35,2,0.12189466,0.16829137,0.01425428,0.00144155,0.00581102,0.14906364,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p08__chibb22_0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.08,0.04,0.0,0.04512634,0.00517803,35,2,0.12512998,0.17025632,0.01238698,0.00145214,0.00590373,0.15127123,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p08__chibb22_0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.08,0.06,0.0,0.04659215,0.00435142,36,2,0.126944,0.17353615,0.01184215,0.00146243,0.00585576,0.15324313,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p08__chibb22_0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.08,0.08,0.0,0.04830491,0.00366363,37,2,0.12808508,0.17638999,0.0118422,0.00041709,0.00603934,0.1544096,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p08__chibb22_0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.08,0.1,0.0,0.06114094,0.00317048,41,4,0.16564577,0.22678671,0.01184225,4.402e-05,0.01326974,0.15489767,4,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p08__chibb22_m0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.08,-0.02,0.0,0.04089561,0.00855597,32,2,0.12009589,0.16099151,0.01925646,0.00141944,0.00547367,0.1441695,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p08__chibb22_m0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.08,-0.04,0.0,0.04086447,0.00979751,32,2,0.11750588,0.15837035,0.02217016,0.00140788,0.00550704,0.14162371,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p08__chibb22_m0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.08,-0.06,0.0,0.03951683,0.01009534,31,2,0.11606099,0.15557781,0.02525274,0.00139596,0.00584419,0.13900189,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p08__chibb22_m0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.08,-0.08,0.0,0.03546176,0.01047306,28,2,0.11633985,0.15180161,0.02844109,0.00138367,0.00570394,0.13641679,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p08__chibb22_m0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.08,-0.1,0.0,0.03814144,0.01261739,30,2,0.11206954,0.15021097,0.03169861,0.00137098,0.0056737,0.13391957,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p1__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.1,0.0,0.0,0.04131485,0.00684286,32,2,0.12395325,0.1652681,0.01658074,0.00038678,0.00565184,0.14708819,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p1__chibb22_0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.1,0.02,0.0,0.0467917,0.00566998,36,2,0.12317409,0.16996579,0.01425454,0.00038804,0.00621741,0.14947301,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p1__chibb22_0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.1,0.04,0.0,0.04956977,0.00473766,35,2,0.12420306,0.17377284,0.01238718,0.00038928,0.00611572,0.15170407,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p1__chibb22_0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.1,0.06,0.0,0.04561703,0.00389771,35,2,0.1290975,0.17471453,0.01164604,0.00039051,0.00585743,0.15365882,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p1__chibb22_0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.1,0.08,0.0,0.05137749,0.00315561,37,2,0.12736382,0.17874131,0.01164605,0.00039172,0.00632682,0.15482178,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p1__chibb22_0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.1,0.1,0.0,0.05430426,0.00275815,41,3,0.15189654,0.2062008,0.01164606,0.00010816,0.00900552,0.15548534,3,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p1__chibb22_m0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.1,-0.02,0.0,0.04265606,0.00782243,33,2,0.12065855,0.16331461,0.0192568,0.00038551,0.00595959,0.1445844,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p1__chibb22_m0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.1,-0.04,0.0,0.04262668,0.00902676,33,2,0.11811404,0.16074072,0.02217052,0.00038422,0.00599897,0.14204378,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p1__chibb22_m0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.1,-0.06,0.0,0.03855921,0.00948292,31,3,0.17766183,0.21622105,0.02525312,0.00038291,0.01385935,0.13944424,3,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p1__chibb22_m0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.1,-0.08,0.0,0.07198153,0.00841192,33,3,0.18104305,0.25302458,0.02844148,5.03e-05,0.03574242,0.13698953,4,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0p1__chibb22_m0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,0.1,-0.1,0.0,0.09132357,0.00908495,44,4,0.17428363,0.26560721,0.03169901,0.00017159,0.04362555,0.13291954,5,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p02__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.02,0.0,0.0,0.03388812,0.01362169,27,2,0.11942847,0.15331659,0.01803814,0.01130593,0.00405496,0.1403894,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p02__chibb22_0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.02,0.02,0.0,0.03664928,0.01216878,29,2,0.12091496,0.15756424,0.01803833,0.00801748,0.00434399,0.14287331,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p02__chibb22_0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.02,0.04,0.0,0.0394489,0.01099474,29,2,0.12253017,0.16197908,0.01803853,0.00499223,0.00452769,0.145184,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p02__chibb22_0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.02,0.06,0.0,0.06113073,0.0085953,36,3,0.20718124,0.26831197,0.01803873,0.0002773,0.03326374,0.14443256,3,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p02__chibb22_0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.02,0.08,0.0,0.10608437,0.00652947,47,3,0.17068931,0.27677368,0.01803892,0.00035004,0.03472815,0.1565184,4,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p02__chibb22_0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.02,0.1,0.0,0.14598335,0.00484219,73,3,0.13223808,0.27822143,0.03591309,1.098e-05,0.03178715,0.16278907,6,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p02__chibb22_m0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.02,-0.02,0.0,0.03384857,0.01490401,27,2,0.11663445,0.15048303,0.01925468,0.01249661,0.00406815,0.13778677,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p02__chibb22_m0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.02,-0.04,0.0,0.03381446,0.01624914,27,2,0.1137981,0.14761256,0.02216829,0.01248688,0.00408389,0.13512731,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p02__chibb22_m0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.02,-0.06,0.0,0.02975939,0.01744017,24,2,0.11357983,0.14333922,0.02525077,0.01247687,0.00376768,0.13243106,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p02__chibb22_m0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.02,-0.08,0.0,0.02840026,0.01842433,23,2,0.11171907,0.14011933,0.02843909,0.01246657,0.00377119,0.12973588,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p02__chibb22_m0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.02,-0.1,0.0,0.02973254,0.02000367,24,2,0.10822707,0.13795961,0.03169656,0.01245595,0.00383981,0.12708158,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p04__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.04,0.0,0.0,0.03386653,0.0149856,26,2,0.11786329,0.15172982,0.02002326,0.01129186,0.00401851,0.13896846,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p04__chibb22_0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.04,0.02,0.0,0.03662903,0.01338123,28,2,0.11943568,0.15606471,0.02002347,0.0080016,0.00433184,0.14147685,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p04__chibb22_0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.04,0.04,0.0,0.03535686,0.01239025,27,2,0.12273765,0.1580945,0.02002368,0.00497679,0.00417135,0.14381584,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p04__chibb22_0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.04,0.06,0.0,0.08225379,0.00913735,38,3,0.19087101,0.27312481,0.02002389,0.00031804,0.03517143,0.15142542,3,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p04__chibb22_0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.04,0.08,0.0,0.10887304,0.00631035,56,4,0.17987159,0.28874463,0.03508576,0.0003516,0.03538727,0.16697514,6,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p04__chibb22_0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.04,0.1,0.0,0.15493292,0.00501462,86,4,0.12690364,0.28183656,0.03871693,0.00013154,0.03139693,0.16776685,6,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p04__chibb22_m0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.04,-0.02,0.0,0.03248209,0.01631924,25,2,0.11606503,0.14854711,0.02002305,0.01472052,0.00388412,0.13634032,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p04__chibb22_m0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.04,-0.04,0.0,0.03244707,0.01777359,25,2,0.11316628,0.14561335,0.02216791,0.01507431,0.00389013,0.13365296,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p04__chibb22_m0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.04,-0.06,0.0,0.02973662,0.01903866,23,2,0.1118701,0.14160671,0.02525037,0.01506509,0.00372839,0.13092391,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p04__chibb22_m0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.04,-0.08,0.0,0.02837693,0.02014139,22,2,0.10994474,0.13832167,0.02843867,0.01505561,0.00372471,0.12819692,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p04__chibb22_m0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.04,-0.1,0.0,0.02970856,0.02171547,23,2,0.10642377,0.13613234,0.03169614,0.01504584,0.00379943,0.12551011,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p06__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.06,0.0,0.0,0.03250683,0.01633552,25,2,0.11740889,0.14991573,0.02214277,0.01127727,0.0038443,0.13755296,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p06__chibb22_0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.06,0.02,0.0,0.03526221,0.01494898,27,2,0.11857065,0.15383286,0.02214299,0.00798511,0.00412419,0.14008799,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p06__chibb22_0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.06,0.04,0.0,0.05880904,0.01129012,32,3,0.20423221,0.26304125,0.02214321,0.00030083,0.03518316,0.14780321,3,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p06__chibb22_0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.06,0.06,0.0,0.10216927,0.00778298,45,3,0.18025981,0.28242908,0.02214343,0.00033838,0.03831787,0.16660885,5,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p06__chibb22_0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.06,0.08,0.0,0.12892981,0.00579848,67,4,0.16129654,0.29022635,0.02603184,0.00037158,0.03403816,0.17069629,6,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p06__chibb22_0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.06,0.1,0.0,0.14757999,0.00481995,91,4,0.13153229,0.27911228,0.02327212,0.00013766,0.03093172,0.16994554,8,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p06__chibb22_m0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.06,-0.02,0.0,0.03246536,0.01772262,25,2,0.11451482,0.14698018,0.02214254,0.01470876,0.00384844,0.13489699,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p06__chibb22_m0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.06,-0.04,0.0,0.03242941,0.01917804,25,2,0.11156957,0.14399899,0.02216752,0.01769533,0.00385457,0.1321809,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p06__chibb22_m0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.06,-0.06,0.0,0.02971848,0.02056669,23,2,0.11018709,0.13990557,0.02524996,0.01768693,0.00368062,0.12942425,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p06__chibb22_m0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.06,-0.08,0.0,0.02701363,0.0215603,21,2,0.10899001,0.13600364,0.02843826,0.0176783,0.00365648,0.1266554,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p06__chibb22_m0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.06,-0.1,0.0,0.0283462,0.02345753,22,2,0.10562772,0.13397391,0.03169571,0.01766943,0.00355858,0.1239528,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p08__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.08,0.0,0.0,0.03249463,0.01760749,24,2,0.11594347,0.14843811,0.02435835,0.01126213,0.00386526,0.13615438,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p08__chibb22_0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.08,0.02,0.0,0.03885626,0.01481848,27,3,0.22221602,0.26107228,0.02435858,0.00055179,0.0288752,0.13744732,3,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p08__chibb22_0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.08,0.04,0.0,0.07540219,0.01144268,35,3,0.19191125,0.26731344,0.02435881,0.00031914,0.03787672,0.15886419,3,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p08__chibb22_0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.08,0.06,0.0,0.11027535,0.0075874,56,4,0.17582994,0.28610529,0.0326627,0.00034997,0.03520318,0.17200513,4,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p08__chibb22_0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.08,0.08,0.0,0.10841175,0.00594621,74,5,0.1677601,0.27617185,0.02700677,0.0003834,0.03174085,0.17095109,4,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p08__chibb22_0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.08,0.1,0.0,0.15601877,0.00515846,100,4,0.12559052,0.2816093,0.03003989,0.00014451,0.03040839,0.1726684,6,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p08__chibb22_m0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.08,-0.02,0.0,0.03245226,0.01905339,24,2,0.11300708,0.14545934,0.02435812,0.01469658,0.00386873,0.13347089,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p08__chibb22_m0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.08,-0.04,0.0,0.03107189,0.02066701,23,2,0.11072462,0.14179651,0.02435789,0.01825259,0.00375095,0.13072414,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p08__chibb22_m0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.08,-0.06,0.0,0.02970407,0.02215086,22,2,0.10854453,0.1382486,0.02524955,0.02032351,0.00368552,0.12793936,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p08__chibb22_m0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.08,-0.08,0.0,0.02565621,0.0234691,19,2,0.10826822,0.13392444,0.02843784,0.02031571,0.00344551,0.12514842,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p08__chibb22_m0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.08,-0.1,0.0,0.02833164,0.02513319,21,2,0.10391847,0.13225011,0.03169528,0.0203077,0.00357728,0.12240175,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p1__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.1,0.0,0.0,0.0311347,0.01832387,23,3,0.22824987,0.25938457,0.02663946,0.00070154,0.02389826,0.13433363,3,0,
