stage,rel,chi_12,chi_13,chi_23,omega_1,omega_2,chi_bb_11,chi_bb_22,chi_bb_12,pw_length,dist_mean,n_points,n_segments,gap_total,full_length,dist_max,dist_min,residual_rms,pca_span,n_branch,is_single,flag
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p1__chibb22_0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.1,0.02,0.0,0.06801645,0.01293992,32,3,0.20486425,0.2728807,0.0266397,0.00030119,0.04095189,0.1663702,4,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p1__chibb22_0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.1,0.04,0.0,0.08174217,0.00928327,43,3,0.18362464,0.26536681,0.02663993,0.00036623,0.03802216,0.17160012,3,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p1__chibb22_0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.1,0.06,0.0,0.10062516,0.00654361,67,4,0.17839366,0.27901882,0.02664017,0.00036561,0.03322325,0.1740698,4,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p1__chibb22_0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.1,0.08,0.0,0.13890321,0.00551232,88,4,0.14860689,0.28751009,0.02965762,8.516e-05,0.03110113,0.17591919,5,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p1__chibb22_0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.1,0.1,0.0,0.1570829,0.00570283,103,3,0.12156979,0.27865268,0.0457517,0.00015209,0.02976109,0.17410359,4,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p1__chibb22_m0p02__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.1,-0.02,0.0,0.03109584,0.02054816,22,2,0.11218186,0.1432777,0.02663922,0.01468398,0.00375542,0.13207302,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p1__chibb22_m0p04__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.1,-0.04,0.0,0.03106115,0.02211879,23,2,0.10920075,0.1402619,0.02663898,0.01824351,0.00370381,0.12929763,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p1__chibb22_m0p06__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.1,-0.06,0.0,0.02835055,0.02366447,21,2,0.10801954,0.13637009,0.02663874,0.02184557,0.00346525,0.12648674,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p1__chibb22_m0p08__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.1,-0.08,0.0,0.0256451,0.02509212,19,2,0.10661172,0.13225682,0.02843742,0.02295248,0.00337662,0.1236627,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_m0p1__chibb22_m0p1__chibb12_0,2.3,2.8,2.6,-0.4,-0.32,-0.1,-0.1,0.0,0.02832011,0.02660174,21,2,0.10225821,0.13057831,0.03169485,0.02294527,0.00352311,0.12087953,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p34/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.34,0.0,0.0,0.0,0.03253718,0.0131534,26,2,0.11965572,0.1521929,0.01856609,0.00990954,0.00405268,0.13986392,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p36/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.36,0.0,0.0,0.0,0.02847619,0.01396695,23,2,0.12012301,0.1485992,0.02067314,0.00983895,0.00376507,0.13791403,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p38/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.38,0.0,0.0,0.0,0.02577087,0.01475054,21,2,0.11989788,0.14566875,0.02286327,0.00976491,0.00354607,0.13597435,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.4,0.0,0.0,0.0,0.02441974,0.01519004,20,2,0.11882033,0.14324007,0.02510755,0.0096874,0.00359277,0.13403795,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.42,0.0,0.0,0.0,0.02038064,0.01511017,17,2,0.11957974,0.13996038,0.02738276,0.00960639,0.00346357,0.13212096,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p44/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.44,0.0,0.0,0.0,0.01634172,0.01421208,14,2,0.12040395,0.13674568,0.02967502,0.00952187,0.00341377,0.13023488,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p46/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.46,0.0,0.0,0.0,0.01499468,0.0135035,12,2,0.11957252,0.13456719,0.03197327,0.00948604,0.00355675,0.12840504,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p48/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.48,0.0,0.0,0.0,0.01095763,0.01226265,9,1,0.0,0.01095763,0.01616211,0.00949608,8.481e-05,0.01093962,1,1,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p4__om2_m0p5/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.4,-0.5,0.0,0.0,0.0,0.01097571,0.01260535,7,1,0.0,0.01097571,0.01614955,0.00940259,9.848e-05,0.01095468,1,1,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.5,-0.3,0.0,0.0,0.0,0.07218489,0.00917067,30,3,0.1990602,0.27124508,0.02356647,0.00034331,0.04204608,0.17325633,4,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p32/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.5,-0.32,0.0,0.0,0.0,0.03847131,0.01205194,20,3,0.22143221,0.25990352,0.02355951,0.00028983,0.04279564,0.16632422,3,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p34/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.5,-0.34,0.0,0.0,0.0,0.01364766,0.01854022,12,2,0.12757591,0.14122356,0.02355197,0.0140992,0.00209904,0.13468449,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p36/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.5,-0.36,0.0,0.0,0.0,0.01226704,0.0202002,11,2,0.12597657,0.13824361,0.02354384,0.01706553,0.00179908,0.1326786,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p38/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.5,-0.38,0.0,0.0,0.0,0.01089525,0.02167495,10,2,0.12445838,0.13535362,0.02353511,0.02004278,0.0015438,0.13066883,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.5,-0.4,0.0,0.0,0.0,0.00953012,0.02288747,9,2,0.12302616,0.13255628,0.02505574,0.02075351,0.00134951,0.12866758,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p42/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.5,-0.42,0.0,0.0,0.0,0.00816938,0.02373349,8,2,0.12167991,0.12984928,0.02733172,0.0207132,0.00123578,0.12668579,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p44/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.5,-0.44,0.0,0.0,0.0,0.00681207,0.02405788,7,2,0.12041124,0.12722331,0.02962768,0.02067198,0.00121771,0.12472585,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p46/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.5,-0.46,0.0,0.0,0.0,0.00409378,0.02420068,5,2,0.12010765,0.12420143,0.03192863,0.02117945,0.00102015,0.12280201,2,0,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p48/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.5,-0.48,0.0,0.0,0.0,0.00409676,0.02213613,3,1,0.0,0.00409676,0.02348171,0.02113732,3.574e-05,0.00409343,1,1,
chi12_2p3__chi13_2p8__chi23_2p6,chi12_2p3__chi13_2p8__chi23_2p6/om1_m0p5__om2_m0p5/chibb11_0__chibb22_0__chibb12_0,2.3,2.8,2.6,-0.5,-0.5,0.0,0.0,0.0,0.00410324,0.02210439,3,1,0.0,0.00410324,0.02346895,0.02109395,3.882e-05,0.00409931,1,1,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p28__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.28,-0.4,0.0,0.0,0.0,0.06053582,0.01064491,110,2,0.1308228,0.19135861,0.02214548,0.00099323,0.00867998,0.15772502,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p29__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.29,-0.4,0.0,0.0,0.0,0.05565623,0.01131489,103,2,0.13105284,0.18670907,0.02183095,0.00015929,0.007975,0.15697234,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p31__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.31,-0.4,0.0,0.0,0.0,0.04964406,0.0125127,95,2,0.13130279,0.18094684,0.02146696,0.00091524,0.00699631,0.15535064,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p32__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.32,-0.4,0.0,0.0,0.0,0.04641667,0.01298706,88,2,0.13174822,0.17816489,0.02128109,0.00028899,0.00631746,0.15453179,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p33__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.33,-0.4,0.0,0.0,0.0,0.04689988,0.01341905,87,2,0.13054279,0.17744268,0.02127487,0.00076289,0.00606134,0.15366996,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p34__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.34,-0.4,0.0,0.0,0.0,0.044713,0.01369201,81,2,0.13083733,0.17555033,0.02117963,0.00014519,0.00545721,0.15282273,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p35__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.35,-0.4,0.0,0.0,0.0,0.04061777,0.01388492,74,2,0.13115381,0.17177158,0.02101755,9.999e-05,0.00500035,0.15196354,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p36__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.36,-0.4,0.0,0.0,0.0,0.03814532,0.01387044,71,2,0.13210385,0.17024917,0.02080389,0.00117247,0.00466558,0.15108251,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p37__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.37,-0.4,0.0,0.0,0.0,0.03604931,0.01396862,67,2,0.13153572,0.16758503,0.02082002,0.00231646,0.0044491,0.15021383,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p38__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.38,-0.4,0.0,0.0,0.0,0.03140002,0.01366986,59,2,0.13283321,0.16423323,0.02070019,0.00348517,0.00384147,0.14934498,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p39__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.39,-0.4,0.0,0.0,0.0,0.03030902,0.01371073,57,2,0.13257881,0.16288783,0.02024762,0.00467702,0.00371587,0.14846756,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p3__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.3,-0.4,0.0,0.0,0.0,0.05362162,0.01197045,99,2,0.13133254,0.18495416,0.02170719,0.00119646,0.0073037,0.15618425,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p41__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.41,-0.4,0.0,0.0,0.0,0.02808429,0.01365534,46,2,0.13196191,0.16004621,0.02025126,0.00318587,0.00310085,0.14673932,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p42__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.42,-0.4,0.0,0.0,0.0,0.02014661,0.01320543,42,2,0.13550939,0.155656,0.02004136,0.00195831,0.00268494,0.14588077,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p43__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.43,-0.4,0.0,0.0,0.0,0.02163777,0.01305739,40,2,0.13402725,0.15566503,0.02004666,0.00073871,0.00273827,0.14502824,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p44__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.44,-0.4,0.0,0.0,0.0,0.01708409,0.01313023,36,2,0.13562437,0.15270846,0.02002667,0.00049918,0.00247243,0.14418397,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p45__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.45,-0.4,0.0,0.0,0.0,0.01913597,0.0126074,36,2,0.13427913,0.1534151,0.02001895,0.00059974,0.0023965,0.14390011,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p46__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.46,-0.4,0.0,0.0,0.0,0.01677202,0.01421706,30,2,0.13462718,0.1513992,0.02001099,0.00098359,0.00257653,0.14251575,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p47__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.47,-0.4,0.0,0.0,0.0,0.01224621,0.01507774,26,2,0.13616612,0.14841233,0.02000277,0.00024467,0.00237115,0.1416992,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p48__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.48,-0.4,0.0,0.0,0.0,0.01364174,0.01615444,24,2,0.13508643,0.14872818,0.0199943,0.00086804,0.00267163,0.14088527,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p49__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.49,-0.4,0.0,0.0,0.0,0.01223723,0.01672485,22,2,0.13464076,0.14687799,0.01998556,0.0007355,0.0024294,0.14011165,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p27/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.27,0.0,0.0,0.0,0.06175769,0.00703309,116,2,0.13167633,0.19343401,0.02067818,0.00408,0.00939727,0.15844965,3,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p28/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.28,0.0,0.0,0.0,0.06053582,0.00768689,110,2,0.1308228,0.19135861,0.02110947,0.0043518,0.00867998,0.15772502,3,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p29/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.29,0.0,0.0,0.0,0.05668578,0.00833718,104,2,0.13119014,0.18787592,0.02005558,0.00435602,0.008007,0.1569629,3,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p3/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.3,0.0,0.0,0.0,0.05362162,0.00904966,99,2,0.13133254,0.18495416,0.01972437,0.00436044,0.0073037,0.15618425,3,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p31/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.31,0.0,0.0,0.0,0.04964406,0.00970084,95,2,0.13130279,0.18094684,0.01870312,0.00436505,0.00699631,0.15535064,3,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p32/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.32,0.0,0.0,0.0,0.04691453,0.01027595,88,2,0.13158674,0.17850126,0.0177031,0.00436986,0.00632915,0.15453152,3,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p33/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.33,0.0,0.0,0.0,0.04620363,0.01096619,86,2,0.13054279,0.17674642,0.01808215,0.00437487,0.00601368,0.15367581,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p34/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.34,0.0,0.0,0.0,0.04210366,0.01148601,80,2,0.13147423,0.17357789,0.01775231,0.00438008,0.00543132,0.15282629,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p35/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.35,0.0,0.0,0.0,0.04061777,0.01195234,74,2,0.13115381,0.17177158,0.01677493,0.0043855,0.00500035,0.15196354,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p36/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.36,0.0,0.0,0.0,0.03735601,0.01247911,71,2,0.13244933,0.16980535,0.0160258,0.00439114,0.00463943,0.15108287,3,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p37/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.37,0.0,0.0,0.0,0.03604931,0.01298965,67,2,0.13153572,0.16758503,0.01720901,0.00439699,0.0044491,0.15021383,3,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p38/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.38,0.0,0.0,0.0,0.03140002,0.01320209,59,2,0.13283321,0.16423323,0.01800743,0.00440306,0.00384147,0.14934498,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p39/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.39,0.0,0.0,0.0,0.03030902,0.01379875,57,2,0.13257881,0.16288783,0.01943072,0.00440935,0.00371587,0.14846756,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p4/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.4,0.0,0.0,0.0,0.03061958,0.01395542,52,2,0.13144004,0.16205962,0.02049094,0.00441588,0.00353157,0.14760282,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p41/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.41,0.0,0.0,0.0,0.02808429,0.01401717,46,2,0.13196191,0.16004621,0.02147551,0.00442263,0.00310085,0.14673932,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p42/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.42,0.0,0.0,0.0,0.02014661,0.01404423,42,2,0.13550939,0.155656,0.02251297,0.00442961,0.00268494,0.14588077,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p43/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.43,0.0,0.0,0.0,0.02163777,0.01422169,40,2,0.13402725,0.15566503,0.02373635,0.00443684,0.00273827,0.14502824,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p44/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.44,0.0,0.0,0.0,0.01708409,0.01396923,36,2,0.13562437,0.15270846,0.02495691,0.00444431,0.00247243,0.14418397,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p45/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.45,0.0,0.0,0.0,0.01555566,0.01388406,33,2,0.13573023,0.15128589,0.02617062,0.00445202,0.00236737,0.14335052,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p46/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.46,0.0,0.0,0.0,0.01677202,0.01317295,30,2,0.13462718,0.1513992,0.02737995,0.00445998,0.00257653,0.14251575,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p47/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.47,0.0,0.0,0.0,0.01224621,0.01189078,26,2,0.13616612,0.14841233,0.02858144,0.0044682,0.00237115,0.1416992,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p48/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.48,0.0,0.0,0.0,0.01364174,0.01083447,24,2,0.13508643,0.14872818,0.02977601,0.00447668,0.00267163,0.14088527,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p49/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.49,0.0,0.0,0.0,0.01223723,0.01005244,22,2,0.13464076,0.14687799,0.03096433,0.00448542,0.0024294,0.14011165,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p5/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.5,0.0,0.0,0.0,0.00892484,0.00794334,19,2,0.13502794,0.14395278,0.03174128,0.00449443,0.0024083,0.13849877,2,0,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p51/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.51,0.0,0.0,0.0,0.00868276,0.00659238,18,1,0.0,0.00868276,0.00905809,0.00450372,6.346e-05,0.00866152,1,1,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p52/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.52,0.0,0.0,0.0,0.00844079,0.00643012,17,1,0.0,0.00844079,0.00882896,0.00451327,6.458e-05,0.00841861,1,1,
chi12_2p6__chi13_2p6__chi23_2p6,chi12_2p6__chi13_2p6__chi23_2p6/om1_m0p4__om2_m0p6/chibb11_0__chibb22_0__chibb12_0,2.6,2.6,2.6,-0.4,-0.6,0.0,0.0,0.0,0.00457104,0.00545238,5,1,0.0,0.00457104,0.00596414,0.00459813,7.193e-05,0.00455487,1,1,
