loop_index,branch,row,phi1,phi2,phi1_conj,phi2_conj,gamma,gamma_conj,sigma,delta,thin_ok,reason,n_states,n_uncoated,from_guess,max_dev,cs_total,gamma_coated
339,1,97,0.19999819,0.40420457,0.13091002,0.31470364,-0.13415987,nan,0.00083885,nan,1,,1,1,lin_thin,0.18547261,0.28701985,nan
340,1,98,0.19728544,0.40301084,0.13210579,0.31838038,-0.13470552,nan,0.00070726,nan,1,,1,1,lin_thin,0.18722950,0.30145110,nan
341,1,99,0.19444630,0.40164034,0.13343170,0.32223766,-0.13524550,nan,0.00058252,nan,1,,1,1,lin_thin,0.18915976,0.31774257,nan
342,1,100,0.18244877,0.39435066,0.13995827,0.33860064,-0.13715311,nan,0.00019965,nan,1,,1,1,lin_thin,0.19847901,0.40253448,nan
343,1,101,0.17473169,0.38820627,0.14506149,0.34912562,-0.13802762,nan,0.00006845,nan,1,,1,1,lin_thin,0.20563323,0.47375660,nan
344,1,102,0.16963595,0.38341944,0.14889155,0.35604422,-0.13843246,nan,0.00002348,nan,1,,1,1,lin_thin,0.21095009,0.52948002,nan
345,1,103,0.16621175,0.37983692,0.15169909,0.36066788,-0.13861829,nan,0.00000805,nan,1,,1,1,lin_thin,0.21482224,0.57128079,nan
346,1,104,0.16388275,0.37721732,0.15372677,0.36379682,-0.13870137,nan,0.00000276,nan,1,,1,1,lin_thin,0.21760589,0.60186445,nan
347,1,105,0.16228513,0.37532932,0.15517693,0.36593421,-0.13873663,nan,0.00000095,nan,1,,1,1,lin_thin,0.21959009,0.62390240,nan
348,1,106,0.16118263,0.37398125,0.15620723,0.36740443,-0.13875010,nan,0.00000032,nan,1,,1,1,lin_thin,0.22099641,0.63963038,nan
349,1,107,0.16041858,0.37302470,0.15693591,0.36842083,-0.13875404,nan,0.00000011,nan,1,,1,1,lin_thin,0.22198933,0.65078528,nan
350,1,108,0.15988749,0.37234879,0.15744967,0.36912606,-0.13875409,nan,0.00000004,nan,1,,1,1,lin_thin,0.22268851,0.65866385,nan
351,1,109,0.15951757,0.37187257,0.15781110,0.36961664,-0.13875281,nan,0.00000001,nan,1,,1,1,lin_thin,0.22317998,0.66421299,nan
352,1,110,0.15925952,0.37153770,0.15806500,0.36995855,-0.13875126,nan,0.00000000,nan,1,,1,1,lin_thin,0.22352500,0.66811401,nan
353,1,111,0.15907931,0.37130255,0.15824315,0.37019714,-0.13874986,nan,0.00000000,nan,1,,1,1,lin_thin,0.22376700,0.67085291,nan
354,1,112,0.15895340,0.37113760,0.15836809,0.37036381,-0.13874872,nan,0.00000000,nan,1,,1,1,lin_thin,0.22393662,0.67277389,nan
355,1,113,0.15886533,0.37102191,0.15845562,0.37048026,-0.13874785,nan,0.00000000,nan,1,,1,1,lin_thin,0.22405552,0.67412099,nan
356,1,114,0.15880379,0.37094091,0.15851698,0.37056175,-0.13874720,nan,0.00000000,nan,1,,1,1,lin_thin,0.22413874,0.67506420,nan
357,1,115,0.15876087,0.37088435,0.15856011,0.37061894,-0.13874673,nan,0.00000000,nan,1,,1,1,lin_thin,0.22419683,0.67572270,nan
358,1,116,0.15873146,0.37084556,0.15859093,0.37065977,-0.13874640,nan,0.00000000,nan,1,,1,1,lin_thin,0.22423666,0.67617434,nan
359,1,117,0.15870866,0.37081546,0.15861029,0.37068540,-0.13874614,nan,0.00000000,nan,1,,1,1,lin_thin,0.22426757,0.67652483,nan
360,1,118,0.15869803,0.37080142,0.15862917,0.37071039,-0.13874602,nan,0.00000000,nan,1,,1,1,lin_thin,0.22428198,0.67668821,nan
361,1,119,0.15868980,0.37079054,0.15862947,0.37071079,-0.13874592,nan,0.00000000,nan,1,,1,1,lin_thin,0.22429315,0.67681485,nan
362,1,120,0.15868980,0.37079055,0.15862947,0.37071079,-0.13874592,nan,0.00000000,nan,1,,1,1,lin_thin,0.22429314,0.67681482,nan
363,1,120,0.15862947,0.37071079,0.15868980,0.37079055,nan,-0.13874592,0.00000000,nan,0,coated,1,0,,nan,nan,-0.13874520
364,1,119,0.15862947,0.37071079,0.15868980,0.37079054,nan,-0.13874592,0.00000000,nan,0,coated,1,0,,nan,nan,-0.13874520
365,1,118,0.15862917,0.37071039,0.15869803,0.37080142,nan,-0.13874602,0.00000000,nan,0,coated,1,0,,nan,nan,-0.13874519
366,1,117,0.15861029,0.37068540,0.15870866,0.37081546,nan,-0.13874614,0.00000000,nan,0,coated,1,0,,nan,nan,-0.13874496
367,1,116,0.15859093,0.37065977,0.15873146,0.37084556,nan,-0.13874640,0.00000000,nan,0,coated,1,0,,nan,nan,-0.13874472
368,1,115,0.15856011,0.37061894,0.15876087,0.37088435,nan,-0.13874673,0.00000000,nan,0,coated,1,0,,nan,nan,-0.13874433
369,1,114,0.15851698,0.37056175,0.15880379,0.37094091,nan,-0.13874720,0.00000000,nan,0,coated,1,0,,nan,nan,-0.13874377
370,1,113,0.15845562,0.37048026,0.15886533,0.37102191,nan,-0.13874785,0.00000000,nan,0,coated,1,0,,nan,nan,-0.13874294
371,1,112,0.15836809,0.37036381,0.15895340,0.37113760,nan,-0.13874872,0.00000000,nan,0,coated,1,0,,nan,nan,-0.13874171
372,1,111,0.15824315,0.37019714,0.15907931,0.37130255,nan,-0.13874986,0.00000000,nan,0,coated,1,0,,nan,nan,-0.13873985
373,1,110,0.15806500,0.36995855,0.15925952,0.37153770,nan,-0.13875126,0.00000000,nan,0,coated,1,0,,nan,nan,-0.13873696
374,1,109,0.15781110,0.36961664,0.15951757,0.37187257,nan,-0.13875281,0.00000001,nan,0,coated,1,0,,nan,nan,-0.13873237
375,1,108,0.15744967,0.36912606,0.15988749,0.37234879,nan,-0.13875409,0.00000004,nan,0,coated,1,0,,nan,nan,-0.13872488
376,1,107,0.15693591,0.36842083,0.16041858,0.37302470,nan,-0.13875404,0.00000011,nan,0,coated,1,0,,nan,nan,-0.13871227
377,1,106,0.15620723,0.36740443,0.16118263,0.37398125,nan,-0.13875010,0.00000032,nan,0,coated,1,0,,nan,nan,-0.13869035
378,1,105,0.15517693,0.36593421,0.16228513,0.37532932,nan,-0.13873663,0.00000095,nan,0,coated,1,0,,nan,nan,-0.13865100
379,1,104,0.15372677,0.36379682,0.16388275,0.37721732,nan,-0.13870137,0.00000276,nan,0,coated,1,0,,nan,nan,-0.13857828
380,1,103,0.15169909,0.36066788,0.16621175,0.37983692,nan,-0.13861829,0.00000805,nan,0,coated,1,0,,nan,nan,-0.13844020
381,1,102,0.14889155,0.35604422,0.16963595,0.38341944,nan,-0.13843246,0.00002348,nan,0,coated,1,0,,nan,nan,-0.13817142
382,1,101,0.14506149,0.34912562,0.17473169,0.38820627,nan,-0.13802762,0.00006845,nan,0,coated,1,0,,nan,nan,-0.13763490
383,1,100,0.13995827,0.33860064,0.18244877,0.39435066,nan,-0.13715311,0.00019965,nan,0,coated,1,0,,nan,nan,-0.13653173
384,1,99,0.13343170,0.32223766,0.19444630,0.40164034,nan,-0.13524550,0.00058252,nan,0,coated,1,0,,nan,nan,-0.13416691
385,1,98,0.13210579,0.31838038,0.19728544,0.40301084,nan,-0.13470552,0.00070726,nan,0,coated,1,0,,nan,nan,-0.13349645
386,1,97,0.13091002,0.31470364,0.19999819,0.40420457,nan,-0.13415987,0.00083885,nan,0,coated,1,0,,nan,nan,-0.13281726
387,1,96,0.12982388,0.31117983,0.20260511,0.40524916,nan,-0.13360887,0.00097669,nan,0,coated,1,0,,nan,nan,-0.13212945
388,1,95,0.12883189,0.30778803,0.20512169,0.40616555,nan,-0.13305276,0.00112027,nan,0,coated,1,0,,nan,nan,-0.13143320
389,1,94,0.12792199,0.30451196,0.20756002,0.40697006,nan,-0.13249177,0.00126911,nan,0,coated,1,0,,nan,nan,-0.13072868
390,1,93,0.12708463,0.30133863,0.20992968,0.40767568,nan,-0.13192609,0.00142283,nan,0,coated,1,0,,nan,nan,-0.13001611
391,1,92,0.12631205,0.29825751,0.21223847,0.40829301,nan,-0.13135588,0.00158104,nan,0,coated,1,0,,nan,nan,-0.12929570
392,1,91,0.12559785,0.29525988,0.21449279,0.40883076,nan,-0.13078128,0.00174341,nan,0,coated,1,0,,nan,nan,-0.12856769
393,1,90,0.12493671,0.29233846,0.21669800,0.40929626,nan,-0.13020243,0.00190962,nan,0,coated,1,0,,nan,nan,-0.12783228
394,1,89,0.12432413,0.28948708,0.21885865,0.40969570,nan,-0.12961945,0.00207940,nan,0,coated,1,0,,nan,nan,-0.12708973
395,1,88,0.12375626,0.28670045,0.22097859,0.41003440,nan,-0.12903245,0.00225246,nan,0,coated,1,0,,nan,nan,-0.12634025
396,1,87,0.12322979,0.28397402,0.22306117,0.41031694,nan,-0.12844153,0.00242856,nan,0,coated,1,0,,nan,nan,-0.12558407
397,1,86,0.12274185,0.28130381,0.22510928,0.41054732,nan,-0.12784677,0.00260747,nan,0,coated,1,0,,nan,nan,-0.12482142
398,1,85,0.12228993,0.27868634,0.22712547,0.41072906,nan,-0.12724828,0.00278895,nan,0,coated,1,0,,nan,nan,-0.12405254
399,1,84,0.12187182,0.27611854,0.22911196,0.41086525,nan,-0.12664613,0.00297279,nan,0,coated,1,0,,nan,nan,-0.12327763
400,1,83,0.12148557,0.27359767,0.23107075,0.41095866,nan,-0.12604039,0.00315880,nan,0,coated,1,0,,nan,nan,-0.12249693
401,1,82,0.12112945,0.27112129,0.23300359,0.41101174,nan,-0.12543115,0.00334676,nan,0,coated,1,0,,nan,nan,-0.12171064
402,1,81,0.12080189,0.26868724,0.23491207,0.41102672,nan,-0.12481846,0.00353651,nan,0,coated,1,0,,nan,nan,-0.12091899
403,1,80,0.12050151,0.26629352,0.23679760,0.41100559,nan,-0.12420240,0.00372786,nan,0,coated,1,0,,nan,nan,-0.12012219
404,1,79,0.12022706,0.26393837,0.23866146,0.41095015,nan,-0.12358301,0.00392064,nan,0,coated,1,0,,nan,nan,-0.11932044
405,1,78,0.11997740,0.26162017,0.24050482,0.41086205,nan,-0.12296038,0.00411468,nan,0,coated,1,0,,nan,nan,-0.11851394
406,1,77,0.11975151,0.25933744,0.24232873,0.41074280,nan,-0.12233454,0.00430983,nan,0,coated,1,0,,nan,nan,-0.11770291
407,1,76,0.11954846,0.25708884,0.24413415,0.41059376,nan,-0.12170555,0.00450592,nan,0,coated,1,0,,nan,nan,-0.11688752
408,1,75,0.11936738,0.25487313,0.24592195,0.41041621,nan,-0.12107347,0.00470280,nan,0,coated,1,0,,nan,nan,-0.11606799
409,1,74,0.11920752,0.25268918,0.24769295,0.41021129,nan,-0.12043835,0.00490034,nan,0,coated,1,0,,nan,nan,-0.11524449
410,1,73,0.11906815,0.25053593,0.24944787,0.40998009,nan,-0.11980023,0.00509839,nan,0,coated,1,0,,nan,nan,-0.11441722
411,1,72,0.11894863,0.24841244,0.25118741,0.40972360,nan,-0.11915916,0.00529681,nan,0,coated,1,0,,nan,nan,-0.11358636
412,1,71,0.11884835,0.24631779,0.25291218,0.40944274,nan,-0.11851518,0.00549546,nan,0,coated,1,0,,nan,nan,-0.11275208
413,1,70,0.11876676,0.24425116,0.25462277,0.40913837,nan,-0.11786835,0.00569422,nan,0,coated,1,0,,nan,nan,-0.11191457
414,1,69,0.11870335,0.24221177,0.25631971,0.40881129,nan,-0.11721869,0.00589295,nan,0,coated,1,0,,nan,nan,-0.11107400
415,1,68,0.11865766,0.24019892,0.25800351,0.40846225,nan,-0.11656627,0.00609154,nan,0,coated,1,0,,nan,nan,-0.11023053
416,1,67,0.11862924,0.23821191,0.25967461,0.40809194,nan,-0.11591110,0.00628986,nan,0,coated,1,0,,nan,nan,-0.10938434
417,1,66,0.11861770,0.23625013,0.26133345,0.40770102,nan,-0.11525324,0.00648778,nan,0,coated,1,0,,nan,nan,-0.10853559
418,1,65,0.11862265,0.23431299,0.26298044,0.40729010,nan,-0.11459272,0.00668520,nan,0,coated,1,0,,nan,nan,-0.10768443
419,1,64,0.11864377,0.23239993,0.26461594,0.40685977,nan,-0.11392959,0.00688200,nan,0,coated,1,0,,nan,nan,-0.10683104
420,1,63,0.11868072,0.23051044,0.26624029,0.40641057,nan,-0.11326387,0.00707807,nan,0,coated,1,0,,nan,nan,-0.10597556
421,1,62,0.11873320,0.22864403,0.26785383,0.40594301,nan,-0.11259560,0.00727329,nan,0,coated,1,0,,nan,nan,-0.10511814
422,1,61,0.11880095,0.22680023,0.26945686,0.40545758,nan,-0.11192483,0.00746756,nan,0,coated,1,0,,nan,nan,-0.10425895
423,1,60,0.11888370,0.22497862,0.27104965,0.40495473,nan,-0.11125158,0.00766078,nan,0,coated,1,0,,nan,nan,-0.10339811
424,1,59,0.11898122,0.22317878,0.27263248,0.40443491,nan,-0.11057589,0.00785284,nan,0,coated,1,0,,nan,nan,-0.10253579
425,1,58,0.11909327,0.22140033,0.27420559,0.40389853,nan,-0.10989779,0.00804363,nan,0,coated,1,0,,nan,nan,-0.10167211
426,1,57,0.11921967,0.21964290,0.27576921,0.40334597,nan,-0.10921733,0.00823307,nan,0,coated,1,0,,nan,nan,-0.10080723
427,1,56,0.11936020,0.21790615,0.27732356,0.40277761,nan,-0.10853452,0.00842105,nan,0,coated,1,0,,nan,nan,-0.09994127
428,1,55,0.11951470,0.21618973,0.27886884,0.40219381,nan,-0.10784941,0.00860748,nan,0,coated,1,0,,nan,nan,-0.09907438
429,1,54,0.11968300,0.21449334,0.28040525,0.40159491,nan,-0.10716203,0.00879225,nan,0,coated,1,0,,nan,nan,-0.09820668
430,1,53,0.11986494,0.21281669,0.28193296,0.40098121,nan,-0.10647240,0.00897529,nan,0,coated,1,0,,nan,nan,-0.09733831
431,1,52,0.12006039,0.21115948,0.28345214,0.40035304,nan,-0.10578057,0.00915650,nan,0,coated,1,0,,nan,nan,-0.09646940
432,1,51,0.12026920,0.20952145,0.28496294,0.39971069,nan,-0.10508656,0.00933579,nan,0,coated,1,0,,nan,nan,-0.09560006
433,1,50,0.12049126,0.20790234,0.28646552,0.39905444,nan,-0.10439041,0.00951308,nan,0,coated,1,0,,nan,nan,-0.09473044
434,1,49,0.12072644,0.20630190,0.28796000,0.39838455,nan,-0.10369214,0.00968827,nan,0,coated,1,0,,nan,nan,-0.09386064
435,1,48,0.12097466,0.20471990,0.28944653,0.39770129,nan,-0.10299179,0.00986129,nan,0,coated,1,0,,nan,nan,-0.09299079
436,1,47,0.12123580,0.20315611,0.29092521,0.39700490,nan,-0.10228938,0.01003206,nan,0,coated,1,0,,nan,nan,-0.09212101
437,1,46,0.12150979,0.20161032,0.29239615,0.39629562,nan,-0.10158496,0.01020048,nan,0,coated,1,0,,nan,nan,-0.09125141
438,1,45,0.12179653,0.20008232,0.29385947,0.39557369,nan,-0.10087855,0.01036650,nan,0,coated,1,0,,nan,nan,-0.09038210
439,1,44,0.12209595,0.19857191,0.29531526,0.39483930,nan,-0.10017017,0.01053001,nan,0,coated,1,0,,nan,nan,-0.08951321
440,1,43,0.12240799,0.19707891,0.29676362,0.39409269,nan,-0.09945987,0.01069097,nan,0,coated,1,0,,nan,nan,-0.08864484
441,1,42,0.12273258,0.19560313,0.29820461,0.39333406,nan,-0.09874767,0.01084927,nan,0,coated,1,0,,nan,nan,-0.08777709
442,1,41,0.12306965,0.19414440,0.29963833,0.39256359,nan,-0.09803360,0.01100487,nan,0,coated,1,0,,nan,nan,-0.08691009
443,1,40,0.12341917,0.19270254,0.30106484,0.39178147,nan,-0.09731769,0.01115768,nan,0,coated,1,0,,nan,nan,-0.08604392
444,1,39,0.12378109,0.19127740,0.30248421,0.39098790,nan,-0.09659998,0.01130763,nan,0,coated,1,0,,nan,nan,-0.08517869
445,1,38,0.12415536,0.18986883,0.30389651,0.39018304,nan,-0.09588048,0.01145466,nan,0,coated,1,0,,nan,nan,-0.08431452
446,1,37,0.12454194,0.18847666,0.30530178,0.38936707,nan,-0.09515924,0.01159871,nan,0,coated,1,0,,nan,nan,-0.08345148
447,1,36,0.12494081,0.18710075,0.30670008,0.38854014,nan,-0.09443628,0.01173970,nan,0,coated,1,0,,nan,nan,-0.08258969
448,1,35,0.12535194,0.18574097,0.30809146,0.38770242,nan,-0.09371163,0.01187757,nan,0,coated,1,0,,nan,nan,-0.08172924
449,1,34,0.12577529,0.18439718,0.30947595,0.38685406,nan,-0.09298532,0.01201227,nan,0,coated,1,0,,nan,nan,-0.08087022
450,1,33,0.12621086,0.18306924,0.31085360,0.38599522,nan,-0.09225738,0.01214373,nan,0,coated,1,0,,nan,nan,-0.08001272
451,1,32,0.12665863,0.18175704,0.31222443,0.38512602,nan,-0.09152784,0.01227190,nan,0,coated,1,0,,nan,nan,-0.07915685
452,1,31,0.12711858,0.18046044,0.31358849,0.38424662,nan,-0.09079674,0.01239672,nan,0,coated,1,0,,nan,nan,-0.07830267
453,1,30,0.12759070,0.17917934,0.31494579,0.38335715,nan,-0.09006409,0.01251813,nan,0,coated,1,0,,nan,nan,-0.07745029
454,1,29,0.12807499,0.17791360,0.31629635,0.38245774,nan,-0.08932994,0.01263608,nan,0,coated,1,0,,nan,nan,-0.07659979
455,1,28,0.12857144,0.17666313,0.31764020,0.38154851,nan,-0.08859431,0.01275052,nan,0,coated,1,0,,nan,nan,-0.07575125
456,1,27,0.12908006,0.17542782,0.31897735,0.38062959,nan,-0.08785723,0.01286140,nan,0,coated,2,0,,nan,nan,-0.07490475
457,1,26,0.12960085,0.17420755,0.32030781,0.37970111,nan,-0.08711872,0.01296868,nan,0,coated,1,0,,nan,nan,-0.07406038
458,1,25,0.13013381,0.17300222,0.32163159,0.37876317,nan,-0.08637883,0.01307229,nan,0,coated,2,0,,nan,nan,-0.07321821
459,1,24,0.13067894,0.17181175,0.32294869,0.37781589,nan,-0.08563758,0.01317221,nan,0,coated,1,0,,nan,nan,-0.07237832
460,1,23,0.13123628,0.17063602,0.32425913,0.37685938,nan,-0.08489500,0.01326839,nan,0,coated,1,0,,nan,nan,-0.07154078
461,1,22,0.13180581,0.16947495,0.32556289,0.37589375,nan,-0.08415112,0.01336078,nan,0,coated,1,0,,nan,nan,-0.07070567
462,1,21,0.13238756,0.16832844,0.32685997,0.37491909,nan,-0.08340597,0.01344935,nan,0,coated,1,0,,nan,nan,-0.06987307
463,1,20,0.13298155,0.16719641,0.32815038,0.37393552,nan,-0.08265958,0.01353405,nan,0,coated,1,0,,nan,nan,-0.06904302
464,1,19,0.13358780,0.16607877,0.32943410,0.37294313,nan,-0.08191198,0.01361485,nan,0,coated,1,0,,nan,nan,-0.06821562
465,1,18,0.13420633,0.16497542,0.33071111,0.37194202,nan,-0.08116320,0.01369173,nan,0,coated,1,0,,nan,nan,-0.06739092
466,1,17,0.13483716,0.16388630,0.33198141,0.37093227,nan,-0.08041327,0.01376463,nan,0,coated,1,0,,nan,nan,-0.06656899
467,1,16,0.13548032,0.16281132,0.33324498,0.36991398,nan,-0.07966222,0.01383354,nan,0,coated,1,0,,nan,nan,-0.06574988
468,1,15,0.13613583,0.16175039,0.33450180,0.36888724,nan,-0.07891009,0.01389841,nan,0,coated,1,0,,nan,nan,-0.06493367
469,1,14,0.13680373,0.16070345,0.33575185,0.36785213,nan,-0.07815689,0.01395924,nan,0,coated,1,0,,nan,nan,-0.06412040
470,1,13,0.13748405,0.15967042,0.33699511,0.36680874,nan,-0.07740266,0.01401598,nan,0,coated,1,0,,nan,nan,-0.06331014
471,1,12,0.13817681,0.15865121,0.33823154,0.36575714,nan,-0.07664743,0.01406862,nan,0,coated,1,0,,nan,nan,-0.06250295
472,1,11,0.13888207,0.15764578,0.33946113,0.36469742,nan,-0.07589123,0.01411713,nan,0,coated,1,0,,nan,nan,-0.06169887
473,1,10,0.13959984,0.15665403,0.34068385,0.36362965,nan,-0.07513409,0.01416149,nan,0,coated,1,0,,nan,nan,-0.06089795
474,1,9,0.14033017,0.15567591,0.34189965,0.36255391,nan,-0.07437604,0.01420168,nan,0,coated,1,0,,nan,nan,-0.06010025
475,1,8,0.14107310,0.15471134,0.34310851,0.36147027,nan,-0.07361711,0.01423769,nan,0,coated,1,0,,nan,nan,-0.05930582
476,1,7,0.14182867,0.15376027,0.34431039,0.36037879,nan,-0.07285733,0.01426949,nan,0,coated,1,0,,nan,nan,-0.05851469
477,1,6,0.14259692,0.15282263,0.34550526,0.35927956,nan,-0.07209672,0.01429709,nan,0,coated,1,0,,nan,nan,-0.05772692
478,1,5,0.14337790,0.15189834,0.34669306,0.35817262,nan,-0.07133533,0.01432046,nan,0,coated,1,0,,nan,nan,-0.05694254
479,1,4,0.14417165,0.15098737,0.34787377,0.35705805,nan,-0.07057318,0.01433959,nan,0,coated,1,0,,nan,nan,-0.05616160
480,1,3,0.14497822,0.15008964,0.34904733,0.35593592,nan,-0.06981030,0.01435448,nan,0,coated,1,0,,nan,nan,-0.05538414
481,1,2,0.14579766,0.14920509,0.35021370,0.35480627,nan,-0.06904671,0.01436512,nan,0,coated,1,0,,nan,nan,-0.05461018
482,1,1,0.14663001,0.14833367,0.35137283,0.35366916,nan,-0.06828245,0.01437151,nan,0,coated,1,0,,nan,nan,-0.05383977
483,1,0,0.14747533,0.14747533,0.35252467,0.35252467,nan,-0.06751755,0.01437364,nan,0,coated,1,0,,nan,nan,-0.05307294
